,lambda_x,lambda_y,stress_x,stress_y,experiment_type,P11_model,P22_model
38,tensor(1.1186),tensor(1.0356),tensor(0.0373),tensor(0.2202),100_075,0.082481705,0.27809584
39,tensor(1.1266),tensor(1.0386),tensor(0.0455),tensor(0.2573),100_075,0.100961015,0.31765723
40,tensor(1.1328),tensor(1.0412),tensor(0.0562),tensor(0.3016),100_075,0.11757196,0.35324448
41,tensor(1.1365),tensor(1.0428),tensor(0.0694),tensor(0.3533),100_075,0.12868027,0.37663662
42,tensor(1.1375),tensor(1.0432),tensor(0.0816),tensor(0.3977),100_075,0.13148563,0.38229412
44,tensor(1.0100),tensor(1.0099),tensor(0.),tensor(0.),075_100,0.00017566545,0.04625609
45,tensor(1.0107),tensor(1.0110),tensor(0.),tensor(0.0039),075_100,0.00022735659,0.05152298
46,tensor(1.0131),tensor(1.0130),tensor(0.0002),tensor(0.0128),075_100,0.00039955974,0.061852403
47,tensor(1.0172),tensor(1.0156),tensor(0.0012),tensor(0.0199),075_100,0.0007874506,0.07499634
48,tensor(1.0216),tensor(1.0179),tensor(0.0019),tensor(0.0284),075_100,0.0013842548,0.08745178
49,tensor(1.0263),tensor(1.0197),tensor(0.0025),tensor(0.0402),075_100,0.0021912523,0.098142944
50,tensor(1.0311),tensor(1.0215),tensor(0.0034),tensor(0.0540),075_100,0.0032707497,0.108577
51,tensor(1.0362),tensor(1.0232),tensor(0.0048),tensor(0.0692),075_100,0.004724368,0.119347274
52,tensor(1.0413),tensor(1.0251),tensor(0.0062),tensor(0.0854),075_100,0.0066310503,0.1318414
53,tensor(1.0465),tensor(1.0274),tensor(0.0078),tensor(0.1054),075_100,0.009131861,0.14727986
54,tensor(1.0518),tensor(1.0302),tensor(0.0096),tensor(0.1299),075_100,0.012449313,0.16658996
55,tensor(1.0572),tensor(1.0334),tensor(0.0120),tensor(0.1590),075_100,0.016871275,0.19063166
56,tensor(1.0628),tensor(1.0373),tensor(0.0155),tensor(0.1920),075_100,0.022692729,0.22022498
57,tensor(1.0682),tensor(1.0415),tensor(0.0196),tensor(0.2294),075_100,0.029862028,0.25426975
58,tensor(1.0733),tensor(1.0457),tensor(0.0241),tensor(0.2713),075_100,0.03813592,0.29038942
59,tensor(1.0785),tensor(1.0505),tensor(0.0302),tensor(0.3199),075_100,0.048638932,0.33363095
60,tensor(1.0843),tensor(1.0560),tensor(0.0372),tensor(0.3732),075_100,0.06261558,0.38719076
61,tensor(1.0895),tensor(1.0610),tensor(0.0460),tensor(0.4326),075_100,0.07755038,0.4405396
62,tensor(1.0934),tensor(1.0650),tensor(0.0565),tensor(0.5005),075_100,0.09047716,0.48479533
63,tensor(1.0958),tensor(1.0675),tensor(0.0698),tensor(0.5797),075_100,0.09910398,0.5134602
64,tensor(1.0963),tensor(1.0679),tensor(0.0816),tensor(0.6431),075_100,0.10082049,0.51837707
68,tensor(1.0153),tensor(1.0094),tensor(0.),tensor(0.),100_050,0.00034180915,0.044075944
69,tensor(1.0204),tensor(1.0098),tensor(0.0008),tensor(0.0021),100_050,0.0006306696,0.045953657
70,tensor(1.0272),tensor(1.0106),tensor(0.0019),tensor(0.0061),100_050,0.0012611909,0.050887696
71,tensor(1.0341),tensor(1.0119),tensor(0.0027),tensor(0.0109),100_050,0.0022787983,0.058171757
72,tensor(1.0407),tensor(1.0132),tensor(0.0035),tensor(0.0159),100_050,0.003665822,0.065929465
73,tensor(1.0472),tensor(1.0148),tensor(0.0047),tensor(0.0213),100_050,0.005581721,0.076168746
74,tensor(1.0546),tensor(1.0162),tensor(0.0059),tensor(0.0279),100_050,0.00833729,0.08653274
75,tensor(1.0619),tensor(1.0175),tensor(0.0071),tensor(0.0321),100_050,0.011707077,0.09669307
76,tensor(1.0689),tensor(1.0185),tensor(0.0086),tensor(0.0395),100_050,0.0155716585,0.106181614
77,tensor(1.0759),tensor(1.0193),tensor(0.0104),tensor(0.0455),100_050,0.020071564,0.11552112
78,tensor(1.0829),tensor(1.0199),tensor(0.0123),tensor(0.0507),100_050,0.025247311,0.12453726
79,tensor(1.0901),tensor(1.0204),tensor(0.0148),tensor(0.0574),100_050,0.031253185,0.13400881
80,tensor(1.0981),tensor(1.0209),tensor(0.0173),tensor(0.0655),100_050,0.038846,0.14538579
81,tensor(1.1051),tensor(1.0212),tensor(0.0204),tensor(0.0773),100_050,0.046182327,0.15554139
82,tensor(1.1125),tensor(1.0217),tensor(0.0240),tensor(0.0895),100_050,0.05524193,0.16903026
83,tensor(1.1213),tensor(1.0225),tensor(0.0283),tensor(0.1047),100_050,0.06747585,0.18776605
84,tensor(1.1294),tensor(1.0233),tensor(0.0334),tensor(0.1226),100_050,0.0803567,0.20764461
85,tensor(1.1360),tensor(1.0240),tensor(0.0398),tensor(0.1400),100_050,0.09173914,0.22489886
86,tensor(1.1390),tensor(1.0241),tensor(0.0483),tensor(0.1640),100_050,0.09702722,0.23219588
89,tensor(1.0103),tensor(1.0118),tensor(0.),tensor(0.0036),050_100,0.00024207229,0.055600937
90,tensor(1.0106),tensor(1.0137),tensor(0.),tensor(0.0127),050_100,0.00032096263,0.06488804
91,tensor(1.0127),tensor(1.0159),tensor(0.0002),tensor(0.0201),050_100,0.0005257071,0.07633384
92,tensor(1.0154),tensor(1.0182),tensor(0.0007),tensor(0.0273),050_100,0.0008536241,0.08869751
93,tensor(1.0182),tensor(1.0203),tensor(0.0012),tensor(0.0395),050_100,0.0012828326,0.10036013
94,tensor(1.0211),tensor(1.0220),tensor(0.0020),tensor(0.0520),050_100,0.0018100591,0.110104665
95,tensor(1.0240),tensor(1.0237),tensor(0.0029),tensor(0.0675),050_100,0.0024451995,0.11986163
96,tensor(1.0272),tensor(1.0255),tensor(0.0037),tensor(0.0836),050_100,0.0033064184,0.13075519
97,tensor(1.0305),tensor(1.0277),tensor(0.0049),tensor(0.1028),050_100,0.0044424795,0.14415008
98,tensor(1.0343),tensor(1.0305),tensor(0.0066),tensor(0.1259),050_100,0.0061350535,0.16179836
99,tensor(1.0376),tensor(1.0335),tensor(0.0085),tensor(0.1531),050_100,0.008106476,0.18150082
100,tensor(1.0409),tensor(1.0368),tensor(0.0107),tensor(0.1843),050_100,0.010576753,0.204092
101,tensor(1.0442),tensor(1.0409),tensor(0.0134),tensor(0.2188),050_100,0.013971437,0.23333415
102,tensor(1.0477),tensor(1.0452),tensor(0.0166),tensor(0.2578),050_100,0.018191008,0.26577485
103,tensor(1.0512),tensor(1.0501),tensor(0.0201),tensor(0.3021),050_100,0.023660634,0.3043231
104,tensor(1.0547),tensor(1.0554),tensor(0.0247),tensor(0.3510),050_100,0.030468483,0.34839946
105,tensor(1.0582),tensor(1.0604),tensor(0.0303),tensor(0.4048),050_100,0.038207036,0.39340645
106,tensor(1.0609),tensor(1.0646),tensor(0.0368),tensor(0.4692),050_100,0.045384604,0.43254885
107,tensor(1.0627),tensor(1.0671),tensor(0.0454),tensor(0.5442),050_100,0.05024638,0.45749235
108,tensor(1.0634),tensor(1.0679),tensor(0.0522),tensor(0.6052),050_100,0.05203813,0.46569675
112,tensor(1.0166),tensor(1.0102),tensor(0.0001),tensor(0.),100_030,0.0004357184,0.047900613
113,tensor(1.0224),tensor(1.0105),tensor(0.0014),tensor(0.),100_030,0.00081778836,0.049651176
114,tensor(1.0297),tensor(1.0110),tensor(0.0024),tensor(0.0009),100_030,0.0015779042,0.052988537
115,tensor(1.0369),tensor(1.0117),tensor(0.0030),tensor(0.0045),100_030,0.0027113433,0.057657436
116,tensor(1.0440),tensor(1.0120),tensor(0.0038),tensor(0.0067),100_030,0.004165113,0.060659226
117,tensor(1.0510),tensor(1.0127),tensor(0.0049),tensor(0.0121),100_030,0.006143605,0.066376016
118,tensor(1.0583),tensor(1.0133),tensor(0.0061),tensor(0.0158),100_030,0.008718526,0.07214353
119,tensor(1.0656),tensor(1.0139),tensor(0.0072),tensor(0.0196),100_030,0.011942737,0.078754276
120,tensor(1.0728),tensor(1.0144),tensor(0.0089),tensor(0.0255),100_030,0.015669601,0.0854086
121,tensor(1.0800),tensor(1.0152),tensor(0.0105),tensor(0.0283),100_030,0.020268884,0.09447738
122,tensor(1.0873),tensor(1.0157),tensor(0.0124),tensor(0.0327),100_030,0.025615074,0.10306277
123,tensor(1.0948),tensor(1.0164),tensor(0.0145),tensor(0.0378),100_030,0.032081943,0.11434095
124,tensor(1.1029),tensor(1.0169),tensor(0.0168),tensor(0.0400),100_030,0.03989424,0.1261444
125,tensor(1.1105),tensor(1.0175),tensor(0.0192),tensor(0.0445),100_030,0.04824474,0.1389315
126,tensor(1.1182),tensor(1.0178),tensor(0.0221),tensor(0.0496),100_030,0.057523508,0.15153895
127,tensor(1.1272),tensor(1.0182),tensor(0.0255),tensor(0.0537),100_030,0.069786504,0.16856958
128,tensor(1.1351),tensor(1.0183),tensor(0.0294),tensor(0.0604),100_030,0.081528924,0.18364885
129,tensor(1.1414),tensor(1.0185),tensor(0.0341),tensor(0.0661),100_030,0.091712065,0.1969932
130,tensor(1.1448),tensor(1.0185),tensor(0.0404),tensor(0.0749),100_030,0.09740796,0.20433676
131,tensor(1.1455),tensor(1.0186),tensor(0.0462),tensor(0.0843),100_030,0.09863808,0.20613381
136,tensor(1.0058),tensor(1.0141),tensor(0.),tensor(0.0158),030_100,0.00018796175,0.06721577
137,tensor(1.0068),tensor(1.0164),tensor(0.),tensor(0.0240),030_100,0.00029604897,0.07877868
138,tensor(1.0084),tensor(1.0189),tensor(6.2813e-05),tensor(0.0347),030_100,0.00047559934,0.09176369
139,tensor(1.0101),tensor(1.0211),tensor(0.0004),tensor(0.0467),030_100,0.0007104177,0.104008056
140,tensor(1.0117),tensor(1.0229),tensor(0.0013),tensor(0.0612),030_100,0.00096799235,0.11392895
141,tensor(1.0132),tensor(1.0247),tensor(0.0022),tensor(0.0752),030_100,0.0012582242,0.12380995
142,tensor(1.0148),tensor(1.0268),tensor(0.0031),tensor(0.0925),030_100,0.0016696346,0.13629554
143,tensor(1.0166),tensor(1.0292),tensor(0.0043),tensor(0.1145),030_100,0.0022311755,0.15071975
144,tensor(1.0185),tensor(1.0317),tensor(0.0056),tensor(0.1397),030_100,0.0029369676,0.16598819
145,tensor(1.0207),tensor(1.0346),tensor(0.0068),tensor(0.1688),030_100,0.003918947,0.18424498
146,tensor(1.0228),tensor(1.0379),tensor(0.0090),tensor(0.2016),030_100,0.0051776166,0.20535491
147,tensor(1.0252),tensor(1.0416),tensor(0.0111),tensor(0.2391),030_100,0.0069039366,0.2307521
148,tensor(1.0276),tensor(1.0461),tensor(0.0138),tensor(0.2810),030_100,0.009277531,0.26215917
149,tensor(1.0297),tensor(1.0506),tensor(0.0171),tensor(0.3281),030_100,0.012055013,0.29580557
150,tensor(1.0319),tensor(1.0561),tensor(0.0210),tensor(0.3808),030_100,0.01593598,0.33845195
151,tensor(1.0338),tensor(1.0615),tensor(0.0259),tensor(0.4431),030_100,0.020408513,0.38364476
152,tensor(1.0356),tensor(1.0661),tensor(0.0320),tensor(0.5163),030_100,0.02483661,0.423413
153,tensor(1.0367),tensor(1.0689),tensor(0.0348),tensor(0.5505),030_100,0.027900798,0.44918197
154,tensor(1.0001),tensor(1.0005),tensor(9.9322e-05),tensor(0.0019),Equi,5.50777e-09,0.0021639238
155,tensor(1.0077),tensor(1.0054),tensor(0.0013),tensor(0.0120),Equi,5.1590472e-05,0.024876291
156,tensor(1.0149),tensor(1.0096),tensor(0.0024),tensor(0.0194),Equi,0.0003306879,0.04467934
157,tensor(1.0217),tensor(1.0130),tensor(0.0032),tensor(0.0254),Equi,0.000946942,0.062143806
158,tensor(1.0283),tensor(1.0159),tensor(0.0039),tensor(0.0319),Equi,0.0019573702,0.077945106
159,tensor(1.0346),tensor(1.0185),tensor(0.0047),tensor(0.0443),Equi,0.003411631,0.09287557
160,tensor(1.0407),tensor(1.0209),tensor(0.0061),tensor(0.0591),Equi,0.0053257854,0.10778956
161,tensor(1.0470),tensor(1.0234),tensor(0.0078),tensor(0.0752),Equi,0.007961733,0.124166004
162,tensor(1.0534),tensor(1.0263),tensor(0.0096),tensor(0.0911),Equi,0.011558846,0.14403006
163,tensor(1.0604),tensor(1.0293),tensor(0.0123),tensor(0.1119),Equi,0.01646211,0.16629645
164,tensor(1.0681),tensor(1.0330),tensor(0.0155),tensor(0.1361),Equi,0.023484513,0.19521205
165,tensor(1.0753),tensor(1.0364),tensor(0.0189),tensor(0.1654),Equi,0.031601276,0.22419095
166,tensor(1.0825),tensor(1.0401),tensor(0.0234),tensor(0.1983),Equi,0.041723985,0.2581374
167,tensor(1.0896),tensor(1.0440),tensor(0.0290),tensor(0.2348),Equi,0.0538231,0.29617813
168,tensor(1.0965),tensor(1.0480),tensor(0.0355),tensor(0.2774),Equi,0.068244405,0.33887655
169,tensor(1.1041),tensor(1.0528),tensor(0.0441),tensor(0.3266),Equi,0.08713327,0.39245972
170,tensor(1.1112),tensor(1.0577),tensor(0.0542),tensor(0.3823),Equi,0.10890473,0.45164016
171,tensor(1.1182),tensor(1.0623),tensor(0.0670),tensor(0.4462),Equi,0.13295603,0.51276106
172,tensor(1.1235),tensor(1.0663),tensor(0.0824),tensor(0.5160),Equi,0.15458544,0.5671662
173,tensor(1.1267),tensor(1.0688),tensor(0.1020),tensor(0.5998),Equi,0.16912356,0.6031777
174,tensor(1.),tensor(1.0008),tensor(0.0025),tensor(0.0051),HolX,1.1979953e-08,0.0033525692
175,tensor(1.),tensor(1.0054),tensor(0.0025),tensor(0.0241),HolX,4.565105e-06,0.024408069
176,tensor(1.),tensor(1.0093),tensor(0.0025),tensor(0.0385),HolX,2.3477469e-05,0.042936802
177,tensor(1.),tensor(1.0126),tensor(0.0026),tensor(0.0513),HolX,5.9117912e-05,0.05937866
178,tensor(1.),tensor(1.0156),tensor(0.0029),tensor(0.0659),HolX,0.0001108906,0.07428865
179,tensor(1.),tensor(1.0183),tensor(0.0031),tensor(0.0850),HolX,0.00017908138,0.08832459
180,tensor(1.),tensor(1.0301),tensor(0.0042),tensor(0.1829),HolX,0.00079645176,0.15410294
181,tensor(1.),tensor(1.0333),tensor(0.0048),tensor(0.2156),HolX,0.0010753259,0.17310403
182,tensor(1.),tensor(1.0368),tensor(0.0057),tensor(0.2516),HolX,0.0014521049,0.19482674
183,tensor(1.),tensor(1.0406),tensor(0.0068),tensor(0.2871),HolX,0.0019496273,0.21922198
184,tensor(1.),tensor(1.0447),tensor(0.0081),tensor(0.3271),HolX,0.0026051712,0.24673693
185,tensor(1.),tensor(1.0493),tensor(0.0096),tensor(0.3716),HolX,0.0034743447,0.27815378
186,tensor(1.),tensor(1.0538),tensor(0.0115),tensor(0.4189),HolX,0.0045035756,0.31059292
187,tensor(1.),tensor(1.0590),tensor(0.0136),tensor(0.4665),HolX,0.005948636,0.35053727
188,tensor(1.),tensor(1.0642),tensor(0.0158),tensor(0.5166),HolX,0.007628399,0.39158452
189,tensor(1.),tensor(1.0683),tensor(0.0188),tensor(0.5711),HolX,0.009168387,0.42573172
190,tensor(1.),tensor(1.0707),tensor(0.0220),tensor(0.6226),HolX,0.010138603,0.4459559
191,tensor(1.),tensor(1.0709),tensor(0.0231),tensor(0.6298),HolX,0.010262019,0.44846642
192,tensor(1.0019),tensor(1.),tensor(9.9364e-05),tensor(4.9813e-05),HolY,1.9969121e-07,2.0026087e-07
193,tensor(1.0132),tensor(1.),tensor(0.0028),tensor(0.0004),HolY,6.7251036e-05,6.8587644e-05
194,tensor(1.0232),tensor(1.),tensor(0.0050),tensor(0.0005),HolY,0.00035247934,0.00036472225
195,tensor(1.0319),tensor(1.),tensor(0.0069),tensor(0.0008),HolY,0.00090770004,0.0009511549
196,tensor(1.0398),tensor(1.),tensor(0.0085),tensor(0.0013),HolY,0.0017376825,0.0018414815
197,tensor(1.0472),tensor(1.),tensor(0.0100),tensor(0.0019),HolY,0.0028513593,0.0030531518
198,tensor(1.0542),tensor(1.),tensor(0.0118),tensor(0.0015),HolY,0.004265895,0.0046126256
199,tensor(1.0618),tensor(1.),tensor(0.0134),tensor(0.0018),HolY,0.006243376,0.0068221004
200,tensor(1.0698),tensor(1.),tensor(0.0154),tensor(0.0020),HolY,0.008866778,0.009794886
201,tensor(1.0774),tensor(1.),tensor(0.0173),tensor(0.0026),HolY,0.011919581,0.013302453
202,tensor(1.0857),tensor(1.),tensor(0.0192),tensor(0.0021),HolY,0.015956983,0.018006738
203,tensor(1.0934),tensor(1.),tensor(0.0217),tensor(0.0027),HolY,0.020353885,0.023201214
204,tensor(1.1013),tensor(1.),tensor(0.0243),tensor(0.0039),HolY,0.02567104,0.029567549
205,tensor(1.1094),tensor(1.),tensor(0.0267),tensor(0.0031),HolY,0.0318658,0.03708591
206,tensor(1.1175),tensor(1.),tensor(0.0295),tensor(0.0038),HolY,0.038957674,0.045810018
207,tensor(1.1261),tensor(1.),tensor(0.0325),tensor(0.0052),HolY,0.047502562,0.05646752
208,tensor(1.1359),tensor(1.),tensor(0.0359),tensor(0.0046),HolY,0.05852785,0.07042637
209,tensor(1.1449),tensor(1.),tensor(0.0396),tensor(0.0065),HolY,0.069995135,0.0851647
210,tensor(1.1518),tensor(1.),tensor(0.0432),tensor(0.0067),HolY,0.07961775,0.097687915
211,tensor(1.1558),tensor(1.),tensor(0.0475),tensor(0.0078),HolY,0.08560862,0.10555114
212,tensor(1.1569),tensor(1.),tensor(0.0476),tensor(0.0091),HolY,0.08719678,0.107643776
213,tensor(1.1540),tensor(1.),tensor(0.0371),tensor(0.0081),HolY,0.082895204,0.101983525
214,tensor(1.1479),tensor(1.),tensor(0.0299),tensor(0.0075),HolY,0.07405719,0.09043464
215,tensor(1.1395),tensor(1.),tensor(0.0240),tensor(0.0069),HolY,0.06296401,0.07610277
216,tensor(1.1301),tensor(1.),tensor(0.0200),tensor(0.0069),HolY,0.051851247,0.06194686
217,tensor(1.1207),tensor(1.),tensor(0.0168),tensor(0.0061),HolY,0.042018484,0.049610212
218,tensor(1.1040),tensor(1.),tensor(0.0112),tensor(0.0053),HolY,0.02763406,0.031938873
219,tensor(1.0960),tensor(1.),tensor(0.0093),tensor(0.0047),HolY,0.021989273,0.025150018
220,tensor(1.0879),tensor(1.),tensor(0.0075),tensor(0.0048),HolY,0.017136995,0.019394003
221,tensor(1.0798),tensor(1.),tensor(0.0058),tensor(0.0048),HolY,0.013000602,0.014555236
222,tensor(1.0712),tensor(1.),tensor(0.0044),tensor(0.0038),HolY,0.009382264,0.010383788
223,tensor(1.0632),tensor(1.),tensor(0.0030),tensor(0.0041),HolY,0.0066442154,0.007273493
224,tensor(1.0553),tensor(1.),tensor(0.0019),tensor(0.0038),HolY,0.0045157275,0.004890036
225,tensor(1.0475),tensor(1.),tensor(0.0010),tensor(0.0035),HolY,0.0029051427,0.0031120703
226,tensor(1.0398),tensor(1.),tensor(0.),tensor(0.0031),HolY,0.0017344507,0.0018379905
227,tensor(1.0322),tensor(1.),tensor(0.),tensor(0.0032),HolY,0.00093059253,0.00097552565
228,tensor(1.0246),tensor(1.),tensor(0.),tensor(0.0024),HolY,0.00042324903,0.00043889097
229,tensor(0.9997),tensor(1.0004),tensor(0.),tensor(0.0026),OffX,4.7651016e-10,0.0019318641
230,tensor(1.0056),tensor(1.0060),tensor(0.0007),tensor(0.0125),OffX,3.4539447e-05,0.027442709
231,tensor(1.0106),tensor(1.0105),tensor(0.0013),tensor(0.0195),OffX,0.00020911287,0.049050435
232,tensor(1.0150),tensor(1.0141),tensor(0.0019),tensor(0.0253),OffX,0.00055179495,0.06755245
233,tensor(1.0189),tensor(1.0173),tensor(0.0024),tensor(0.0351),OffX,0.0010555041,0.083966084
234,tensor(1.0225),tensor(1.0201),tensor(0.0034),tensor(0.0485),OffX,0.0017281157,0.09951531
235,tensor(1.0263),tensor(1.0232),tensor(0.0042),tensor(0.0634),OffX,0.0027180563,0.117126
236,tensor(1.0298),tensor(1.0266),tensor(0.0051),tensor(0.0784),OffX,0.0040550204,0.13778412
237,tensor(1.0335),tensor(1.0304),tensor(0.0064),tensor(0.0969),OffX,0.0058833146,0.16098517
238,tensor(1.0372),tensor(1.0342),tensor(0.0079),tensor(0.1191),OffX,0.008214596,0.18575148
239,tensor(1.0413),tensor(1.0379),tensor(0.0103),tensor(0.1451),OffX,0.011219129,0.21164146
240,tensor(1.0454),tensor(1.0421),tensor(0.0125),tensor(0.1758),OffX,0.015196068,0.24248244
241,tensor(1.0494),tensor(1.0459),tensor(0.0154),tensor(0.2086),OffX,0.0196458,0.27191108
242,tensor(1.0529),tensor(1.0496),tensor(0.0187),tensor(0.2447),OffX,0.024507824,0.30169693
243,tensor(1.0566),tensor(1.0533),tensor(0.0226),tensor(0.2860),OffX,0.03023774,0.33362374
244,tensor(1.0605),tensor(1.0577),tensor(0.0272),tensor(0.3325),OffX,0.037723165,0.3728955
245,tensor(1.0649),tensor(1.0627),tensor(0.0330),tensor(0.3843),OffX,0.047496624,0.42043513
246,tensor(1.0688),tensor(1.0677),tensor(0.0394),tensor(0.4435),OffX,0.05832366,0.47066337
247,tensor(1.0719),tensor(1.0715),tensor(0.0475),tensor(0.5102),OffX,0.06775986,0.5115404
248,tensor(1.0736),tensor(1.0740),tensor(0.0571),tensor(0.5866),OffX,0.074144416,0.5392937
249,tensor(1.0014),tensor(1.0003),tensor(0.),tensor(0.0020),OffY,1.1709048e-07,0.0012256342
250,tensor(1.0103),tensor(1.0033),tensor(0.0011),tensor(0.0069),OffY,6.028268e-05,0.01477306
251,tensor(1.0186),tensor(1.0057),tensor(0.0021),tensor(0.0121),OffY,0.00034478633,0.026147233
252,tensor(1.0265),tensor(1.0076),tensor(0.0029),tensor(0.0156),OffY,0.00094858627,0.03584129
253,tensor(1.0340),tensor(1.0091),tensor(0.0037),tensor(0.0203),OffY,0.0019197387,0.04436851
254,tensor(1.0412),tensor(1.0105),tensor(0.0045),tensor(0.0263),OffY,0.0032993648,0.052286692
255,tensor(1.0479),tensor(1.0117),tensor(0.0058),tensor(0.0312),OffY,0.0050472682,0.06020277
256,tensor(1.0557),tensor(1.0132),tensor(0.0070),tensor(0.0369),OffY,0.007780558,0.07058916
257,tensor(1.0630),tensor(1.0146),tensor(0.0084),tensor(0.0431),OffY,0.011050844,0.08114437
258,tensor(1.0709),tensor(1.0160),tensor(0.0102),tensor(0.0491),OffY,0.015440514,0.093186945
259,tensor(1.0786),tensor(1.0173),tensor(0.0119),tensor(0.0562),OffY,0.020631675,0.10563317
260,tensor(1.0854),tensor(1.0182),tensor(0.0142),tensor(0.0647),OffY,0.025924498,0.1164165
261,tensor(1.0929),tensor(1.0194),tensor(0.0171),tensor(0.0734),OffY,0.03274826,0.13017803
262,tensor(1.1004),tensor(1.0204),tensor(0.0203),tensor(0.0860),OffY,0.04058404,0.14484732
263,tensor(1.1080),tensor(1.0216),tensor(0.0235),tensor(0.0962),OffY,0.049812917,0.16173343
264,tensor(1.1153),tensor(1.0227),tensor(0.0279),tensor(0.1120),OffY,0.059741825,0.17925626
265,tensor(1.1238),tensor(1.0242),tensor(0.0329),tensor(0.1294),OffY,0.07328171,0.20361531
266,tensor(1.1321),tensor(1.0257),tensor(0.0387),tensor(0.1472),OffY,0.08823705,0.22957137
267,tensor(1.1388),tensor(1.0268),tensor(0.0468),tensor(0.1715),OffY,0.10127728,0.2514189
268,tensor(1.1430),tensor(1.0273),tensor(0.0563),tensor(0.1968),OffY,0.10992598,0.26509327
