Xlam,PX,Ylam,PY,file,lambda_x,lambda_y,cycle_number,stress_x_mpa,stress_y_mpa
1.0252,0.0157913271661452,1.0,-0.0021966337463037,csv_321.csv,1.0234603614693336,0.9905624537537416,3,0.014829428360535149,-0.0022506036157758
1.0264,0.017117584123372,1.0,-0.0026023028557084,csv_322.csv,1.0242435611804508,0.9908100568485888,3,0.0157424594032855,-0.0024607073825931
1.0276,0.018465790389066,1.0,-0.0026457279984737,csv_323.csv,1.0256827443189018,0.9902462707964232,3,0.0168185113995707,-0.0026871061214645
1.0288,0.0190613400115482,1.0,-0.0020631217093828,csv_324.csv,1.0270672071512426,0.989651191963832,3,0.0173480340303083,-0.00217989646292025
1.03,0.0198555549795599,1.0,-0.0022773210861357,csv_325.csv,1.0283815691234126,0.989138114189016,3,0.0184461721493012,-0.00227004933805905
1.0312,0.0221118536233254,1.0,-0.002033183723321,csv_326.csv,1.0290765256833778,0.9889045595584276,3,0.02112267928474295,-0.0022089094277821
1.0324,0.0222224093680911,1.0,-0.0025437851262654,csv_327.csv,1.0305748258011973,0.988354169447132,3,0.02071501690049965,-0.00248498780911095
1.0336,0.0236370329523857,1.0,-0.0028994189785257,csv_328.csv,1.0318323129114209,0.98777912521283,3,0.02205174820665825,-0.0028134031646829503
1.0348,0.0240328694474684,1.0,-0.0024703900874713,csv_329.csv,1.0326273460044872,0.9875188748061088,3,0.0227147063592283,-0.00250686759362435
1.036,0.0256303162105694,1.0,-0.0021512903271458,csv_330.csv,1.0339275181178682,0.986974522970671,3,0.0246712047260957,-0.0022955825992029503
